game,platform,games_sold,year,critic_score,user_score,combined_score
Rocket Power: Beach Bandits,GBA,0.28,2002,,,
Rocket Power: Beach Bandits,GBA,0.28,2002,,,
Rocket Power: Beach Bandits,GBA,0.28,2002,5.0,,
MX SuperFly featuring Ricky Carmichael,PS2,0.28,2002,,,
MX SuperFly featuring Ricky Carmichael,PS2,0.28,2002,,,
MX SuperFly featuring Ricky Carmichael,PS2,0.28,2002,,,
WWE Road to WrestleMania X8,GBA,0.27,2002,7.0,,
Rugrats: I Gotta Go Party,GBA,0.26,2002,,,
The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,0.26,2002,6.0,,
Hey Arnold! The Movie,GBA,0.26,2002,5.5,,
Britney's Dance Beat,PS2,0.24,2002,5.5,,
Britney's Dance Beat,PS2,0.24,2002,6.3,,
Rocket Power: Beach Bandits,GC,0.23,2002,,,
Rocket Power: Beach Bandits,GC,0.23,2002,,,
Rocket Power: Beach Bandits,GC,0.23,2002,5.0,,
Tetris Worlds,GC,0.22,2002,5.5,,
Tetris Worlds,GC,0.22,2002,3.8,,
Tetris Worlds,GC,0.22,2002,4.6,,
Britney's Dance Beat,GBA,0.22,2002,5.5,,
Britney's Dance Beat,GBA,0.22,2002,6.3,,
Summoner 2,PS2,0.21,2002,8.4,,
Power Rangers: Wild Force,GBA,0.21,2002,5.5,,
SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,0.2,2002,,,
SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,0.2,2002,,,
SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,0.2,2002,4.0,,
The Fairly Odd Parents: Enter the Cleft,GBA,0.2,2002,,,
Virtua Tennis,GBA,0.18,2002,9.0,,
Rugrats: Royal Ransom,GC,0.17,2002,,,
Rugrats: Royal Ransom,GC,0.17,2002,,,
Matchbox Cross Town Heroes,GBA,0.17,2002,,,
Hot Wheels Velocity X,GBA,0.16,2002,,,
Hot Wheels Velocity X,GBA,0.16,2002,,,
Hot Wheels Velocity X,GBA,0.16,2002,5.2,,
Star Wars: Jedi Power Battles,GBA,0.14,2002,,,
Baseball Advance,GBA,0.13,2002,8.3,,
GT Advance 2: Rally Racing,GBA,0.11,2002,7.6,,
Phantasy Star Collection,GBA,0.11,2002,7.9,,
Hot Wheels Velocity X,GC,0.11,2002,,,
Hot Wheels Velocity X,GC,0.11,2002,,,
Hot Wheels Velocity X,GC,0.11,2002,5.2,,
MX SuperFly featuring Ricky Carmichael,XB,0.1,2002,,,
MX SuperFly featuring Ricky Carmichael,XB,0.1,2002,,,
MX SuperFly featuring Ricky Carmichael,XB,0.1,2002,,,
Altered Beast: Guardian of the Realms,GBA,0.09,2002,6.5,,
MotoGP,XB,0.09,2002,,,
MotoGP,XB,0.09,2002,,,
MotoGP,XB,0.09,2002,,,
MotoGP,XB,0.09,2002,,,
MotoGP,XB,0.09,2002,,,
The Revenge of Shinobi,GBA,0.09,2002,,,
New Legends,XB,0.09,2002,5.5,,
MX SuperFly featuring Ricky Carmichael,GC,0.09,2002,,,
MX SuperFly featuring Ricky Carmichael,GC,0.09,2002,,,
MX SuperFly featuring Ricky Carmichael,GC,0.09,2002,,,
Jimmy Neutron: Boy Genius,GC,0.09,2002,,,
Jimmy Neutron: Boy Genius,GC,0.09,2002,,,
Jimmy Neutron: Boy Genius,GC,0.09,2002,,,
GT Advance 3: Pro Concept Racing,GBA,0.08,2002,7.7,,
The Pinball of the Dead,GBA,0.06,2002,8.0,,
MotoGP,GBA,0.06,2002,,,
MotoGP,GBA,0.06,2002,,,
MotoGP,GBA,0.06,2002,,,
MotoGP,GBA,0.06,2002,,,
MotoGP,GBA,0.06,2002,,,
Puyo Pop,GBA,0.05,2002,9.0,,
Dark Summit,GC,0.05,2002,6.5,,
Dark Summit,GC,0.05,2002,7.6,,
Dark Summit,GC,0.05,2002,7.9,,
The Ripping Friends,GBA,0.04,2002,,,
Toxic Grind,XB,0.02,2002,4.9,,
Finding Nemo,GBA,2.82,2003,6.0,,
Finding Nemo,GBA,2.82,2003,7.0,,
Finding Nemo,GBA,2.82,2003,7.0,,
Finding Nemo,GBA,2.82,2003,7.0,,
WWE SmackDown! Here Comes the Pain,PS2,2.8,2003,9.1,,
Finding Nemo,PS2,2.09,2003,6.0,,
Finding Nemo,PS2,2.09,2003,7.0,,
Finding Nemo,PS2,2.09,2003,7.0,,
Finding Nemo,PS2,2.09,2003,7.0,,
SpongeBob SquarePants: Battle for Bikini Bottom,PS2,1.67,2003,5.8,,
SpongeBob SquarePants: Battle for Bikini Bottom,PS2,1.67,2003,7.3,,
SpongeBob SquarePants: Battle for Bikini Bottom,PS2,1.67,2003,6.7,,
Disney Princess,GBA,1.47,2003,,,
Spongebob Squarepants: Battle for Bikini Bottom,GBA,1.23,2003,,,
The Simpsons: Road Rage,GBA,1.19,2003,,,
The Simpsons: Road Rage,GBA,1.19,2003,,,
The Simpsons: Road Rage,GBA,1.19,2003,6.0,,
The Simpsons: Road Rage,GBA,1.19,2003,6.1,,
Tak and the Power of Juju,PS2,1.15,2003,5.0,,
Tak and the Power of Juju,PS2,1.15,2003,8.2,,
Tak and the Power of Juju,PS2,1.15,2003,7.9,,
SpongeBob SquarePants: Battle for Bikini Bottom,GC,0.95,2003,5.8,,
SpongeBob SquarePants: Battle for Bikini Bottom,GC,0.95,2003,7.3,,
SpongeBob SquarePants: Battle for Bikini Bottom,GC,0.95,2003,6.7,,
Finding Nemo,GC,0.89,2003,6.0,,
Finding Nemo,GC,0.89,2003,7.0,,
Finding Nemo,GC,0.89,2003,7.0,,
Finding Nemo,GC,0.89,2003,7.0,,
Big Mutha Truckers,PS2,0.84,2003,5.0,,
Big Mutha Truckers,PS2,0.84,2003,6.3,,
Big Mutha Truckers,PS2,0.84,2003,6.3,,
Big Mutha Truckers,PS2,0.84,2003,6.3,,
The Fairly Odd Parents: Breakin Da Rules,PS2,0.67,2003,,,
The Fairly Odd Parents: Breakin Da Rules,PS2,0.67,2003,,,
Finding Nemo,XB,0.66,2003,6.0,,
Finding Nemo,XB,0.66,2003,7.0,,
Finding Nemo,XB,0.66,2003,7.0,,
Finding Nemo,XB,0.66,2003,7.0,,
SpongeBob SquarePants: Battle for Bikini Bottom,XB,0.57,2003,5.8,,
SpongeBob SquarePants: Battle for Bikini Bottom,XB,0.57,2003,7.3,,
SpongeBob SquarePants: Battle for Bikini Bottom,XB,0.57,2003,6.7,,
WWE Raw 2,XB,0.56,2003,9.1,,
Tak and the Power of Juju,GBA,0.55,2003,5.0,,
Tak and the Power of Juju,GBA,0.55,2003,8.2,,
Tak and the Power of Juju,GBA,0.55,2003,7.9,,
The Fairly Odd Parents: Breakin' Da Rules,GBA,0.54,2003,,,
SplashDown: Rides Gone Wild,PS2,0.5,2003,,,
Sphinx and the Cursed Mummy,PS2,0.45,2003,8.5,,
Sphinx and the Cursed Mummy,PS2,0.45,2003,8.5,,
Sphinx and the Cursed Mummy,PS2,0.45,2003,8.4,,
Scooby-Doo! Mystery Mayhem,GBA,0.44,2003,,,
Scooby-Doo! Mystery Mayhem,GBA,0.44,2003,5.5,,
Scooby-Doo! Mystery Mayhem,GBA,0.44,2003,5.5,,
Scooby-Doo! Mystery Mayhem,GBA,0.44,2003,5.5,,
Hot Wheels World Race,PS2,0.42,2003,,,
Hot Wheels World Race,PS2,0.42,2003,,,
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,0.42,2003,,,
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,0.42,2003,,,
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,0.42,2003,5.5,,
Tak and the Power of Juju,GC,0.4,2003,5.0,,
Tak and the Power of Juju,GC,0.4,2003,8.2,,
Tak and the Power of Juju,GC,0.4,2003,7.9,,
Disney's Brother Bear,GBA,0.39,2003,,,
Evil Dead: Fistfull of Boomstick,PS2,0.38,2003,,,
Evil Dead: Fistfull of Boomstick,PS2,0.38,2003,,,
WWE Crush Hour,PS2,0.35,2003,6.5,,
WWE Crush Hour,PS2,0.35,2003,6.2,,
Star Wars: Flight of the Falcon,GBA,0.35,2003,4.0,,
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GBA,0.35,2003,,,
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GBA,0.35,2003,,,
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GBA,0.35,2003,5.5,,
Banjo-Kazooie: Grunty's Revenge,GBA,0.33,2003,6.6,,
WWE Wrestlemania XIX,GC,0.33,2003,7.8,,
Power Rangers: Ninja Storm,GBA,0.33,2003,,,
Crazy Taxi: Catch a Ride,GBA,0.3,2003,4.8,,
Pride FC: Fighting Championships,PS2,0.3,2003,8.0,,
The Fairly OddParents: Breakin' Da Rules,GC,0.21,2003,,,
Rocket Power: Zero Gravity Zone,GBA,0.2,2003,,,
Tetris Worlds (Online Edition),XB,0.2,2003,,,
Big Mutha Truckers,XB,0.19,2003,5.0,,
Big Mutha Truckers,XB,0.19,2003,6.3,,
Big Mutha Truckers,XB,0.19,2003,6.3,,
Big Mutha Truckers,XB,0.19,2003,6.3,,
Hot Wheels World Race,GC,0.16,2003,,,
Hot Wheels World Race,GC,0.16,2003,,,
"Warhammer 40,000: Fire Warrior",PS2,0.15,2003,8.1,,
Scooby-Doo! Night of 100 Frights,XB,0.14,2003,6.1,,
Scooby-Doo! Night of 100 Frights,XB,0.14,2003,6.7,,
Scooby-Doo! Night of 100 Frights,XB,0.14,2003,6.7,,
Sphinx and the Cursed Mummy,GC,0.14,2003,8.5,,
Sphinx and the Cursed Mummy,GC,0.14,2003,8.5,,
Sphinx and the Cursed Mummy,GC,0.14,2003,8.4,,
Hot Wheels: World Race,GBA,0.14,2003,,,
Alter Echo,PS2,0.13,2003,6.8,,
Alter Echo,PS2,0.13,2003,6.8,,
Monster Truck Madness,GBA,0.12,2003,7.5,,
Red Faction II,XB,0.12,2003,8.1,,
Red Faction II,XB,0.12,2003,8.6,,
Red Faction II,XB,0.12,2003,7.9,,
Sphinx and the Cursed Mummy,XB,0.12,2003,8.5,,
Sphinx and the Cursed Mummy,XB,0.12,2003,8.5,,
Sphinx and the Cursed Mummy,XB,0.12,2003,8.4,,
The Fairly Odd Parents: Breakin Da Rules,XB,0.11,2003,,,
The Fairly Odd Parents: Breakin Da Rules,XB,0.11,2003,,,
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GC,0.11,2003,,,
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GC,0.11,2003,,,
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GC,0.11,2003,5.5,,
Evil Dead: Fistfull of Boomstick,XB,0.1,2003,,,
Evil Dead: Fistfull of Boomstick,XB,0.1,2003,,,
MotoGP 2,XB,0.1,2003,8.8,,
Bionicle,GBA,0.09,2003,,,
Bionicle,GBA,0.09,2003,,,
Bionicle,GBA,0.09,2003,,,
Bionicle,GBA,0.09,2003,4.8,,
Big Mutha Truckers,GC,0.08,2003,5.0,,
Big Mutha Truckers,GC,0.08,2003,6.3,,
Big Mutha Truckers,GC,0.08,2003,6.3,,
Big Mutha Truckers,GC,0.08,2003,6.3,,
WWE Crush Hour,GC,0.08,2003,6.5,,
WWE Crush Hour,GC,0.08,2003,6.2,,
Oddworld: Munch's Oddysee,GBA,0.06,2003,,,
Oddworld: Munch's Oddysee,GBA,0.06,2003,4.0,,
Oddworld: Munch's Oddysee,GBA,0.06,2003,7.4,,
Piglet's Big Game,GBA,0.05,2003,,,
Piglet's Big Game,GBA,0.05,2003,,,
Piglet's Big Game,GBA,0.05,2003,,,
Alter Echo,XB,0.05,2003,6.8,,
Alter Echo,XB,0.05,2003,6.8,,
Summoner: A Goddess Reborn,GC,0.05,2003,8.0,,
Sega Arcade Gallery,GBA,0.04,2003,,,
Red Faction II,GC,0.03,2003,8.1,,
Red Faction II,GC,0.03,2003,8.6,,
Red Faction II,GC,0.03,2003,7.9,,
Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,0.03,2003,4.6,,
Jet Grind Radio,GBA,0.03,2003,7.1,,
Drome Racers,GBA,0.03,2003,7.5,,
Drome Racers,GBA,0.03,2003,6.1,,
Drome Racers,GBA,0.03,2003,6.2,,
Space Channel 5: Ulala's Cosmic Attack,GBA,0.02,2003,5.0,,
WWE SmackDown! vs. Raw,PS2,2.83,2004,8.4,,
The Incredibles,PS2,2.37,2004,5.4,,
The Incredibles,PS2,2.37,2004,5.9,,
The Incredibles,PS2,2.37,2004,6.2,,
The Incredibles,GBA,2.06,2004,5.4,,
The Incredibles,GBA,2.06,2004,5.9,,
The Incredibles,GBA,2.06,2004,6.2,,
MX Unleashed,PS2,1.92,2004,8.8,,
MX Unleashed,PS2,1.92,2004,8.8,,
The SpongeBob SquarePants Movie,PS2,1.76,2004,,,
The SpongeBob SquarePants Movie,PS2,1.76,2004,6.8,,
The SpongeBob SquarePants Movie,PS2,1.76,2004,6.6,,
The SpongeBob SquarePants Movie,PS2,1.76,2004,6.6,,
2 Games in 1: Disney Princess & The Lion King,GBA,1.75,2004,,,
The SpongeBob SquarePants Movie,GBA,1.46,2004,,,
The SpongeBob SquarePants Movie,GBA,1.46,2004,6.8,,
The SpongeBob SquarePants Movie,GBA,1.46,2004,6.6,,
The SpongeBob SquarePants Movie,GBA,1.46,2004,6.6,,
Sonic Advance 3,GBA,1.4,2004,9.0,,
The SpongeBob SquarePants Movie,GC,0.94,2004,,,
The SpongeBob SquarePants Movie,GC,0.94,2004,6.8,,
The SpongeBob SquarePants Movie,GC,0.94,2004,6.6,,
The SpongeBob SquarePants Movie,GC,0.94,2004,6.6,,
The Incredibles,GC,0.84,2004,5.4,,
The Incredibles,GC,0.84,2004,5.9,,
The Incredibles,GC,0.84,2004,6.2,,
Full Spectrum Warrior,XB,0.73,2004,8.5,,
Full Spectrum Warrior,XB,0.73,2004,9.2,,
Scooby-Doo 2: Monsters Unleashed,GBA,0.71,2004,,,
Power Rangers: Dino Thunder,PS2,0.71,2004,,,
Power Rangers: Dino Thunder,PS2,0.71,2004,,,
Power Rangers: Dino Thunder,PS2,0.71,2004,5.3,,
Tak 2: The Staff of Dreams,PS2,0.62,2004,5.5,,
Tak 2: The Staff of Dreams,PS2,0.62,2004,8.4,,
Tak 2: The Staff of Dreams,PS2,0.62,2004,8.4,,
Tak 2: The Staff of Dreams,PS2,0.62,2004,8.4,,
Hot Wheels: Stunt Track Challenge,PS2,0.59,2004,6.5,,
Hot Wheels: Stunt Track Challenge,PS2,0.59,2004,6.5,,
Hot Wheels: Stunt Track Challenge,PS2,0.59,2004,5.3,,
The SpongeBob SquarePants Movie,XB,0.54,2004,,,
The SpongeBob SquarePants Movie,XB,0.54,2004,6.8,,
The SpongeBob SquarePants Movie,XB,0.54,2004,6.6,,
The SpongeBob SquarePants Movie,XB,0.54,2004,6.6,,
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GBA,0.5,2004,,,
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GBA,0.5,2004,,,
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GBA,0.5,2004,,,
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,0.5,2004,,,
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,0.5,2004,,,
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,0.5,2004,,,
Power Rangers: Dino Thunder,GBA,0.49,2004,,,
Power Rangers: Dino Thunder,GBA,0.49,2004,,,
Power Rangers: Dino Thunder,GBA,0.49,2004,5.3,,
Tak 2: The Staff of Dreams,GBA,0.46,2004,5.5,,
Tak 2: The Staff of Dreams,GBA,0.46,2004,8.4,,
Tak 2: The Staff of Dreams,GBA,0.46,2004,8.4,,
Tak 2: The Staff of Dreams,GBA,0.46,2004,8.4,,
Hot Wheels: Stunt Track Challenge,GBA,0.45,2004,6.5,,
Hot Wheels: Stunt Track Challenge,GBA,0.45,2004,6.5,,
Hot Wheels: Stunt Track Challenge,GBA,0.45,2004,5.3,,
WWE Day of Reckoning,GC,0.45,2004,8.1,,
Scooby-Doo! Mystery Mayhem,PS2,0.45,2004,,,
Scooby-Doo! Mystery Mayhem,PS2,0.45,2004,5.5,,
Scooby-Doo! Mystery Mayhem,PS2,0.45,2004,5.5,,
Scooby-Doo! Mystery Mayhem,PS2,0.45,2004,5.5,,
MX Unleashed,XB,0.44,2004,8.8,,
MX Unleashed,XB,0.44,2004,8.8,,
Power Rangers: Dino Thunder,GC,0.4,2004,,,
Power Rangers: Dino Thunder,GC,0.4,2004,,,
Power Rangers: Dino Thunder,GC,0.4,2004,5.3,,
Nicktoons: Freeze Frame Frenzy,GBA,0.4,2004,5.0,,
The Fairly Odd Parents: Shadow Showdown,PS2,0.35,2004,,,
The Fairly Odd Parents: Shadow Showdown,PS2,0.35,2004,,,
The Fairly Odd Parents: Shadow Showdown,PS2,0.35,2004,5.0,,
The Fairly Odd Parents: Shadow Showdown,GBA,0.34,2004,,,
The Fairly Odd Parents: Shadow Showdown,GBA,0.34,2004,,,
The Fairly Odd Parents: Shadow Showdown,GBA,0.34,2004,5.0,,
Tak 2: The Staff of Dreams,GC,0.33,2004,5.5,,
Tak 2: The Staff of Dreams,GC,0.33,2004,8.4,,
Tak 2: The Staff of Dreams,GC,0.33,2004,8.4,,
Tak 2: The Staff of Dreams,GC,0.33,2004,8.4,,
Nicktoons: Movin,PS2,0.32,2004,,,
Finding Nemo: The Continuing Adventures,GBA,0.3,2004,8.0,,
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,0.28,2004,,,
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,0.28,2004,,,
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,0.28,2004,,,
The Polar Express,PS2,0.23,2004,,,
The Polar Express,PS2,0.23,2004,3.5,,
The Polar Express,PS2,0.23,2004,3.3,,
Scooby-Doo! Mystery Mayhem,GC,0.22,2004,,,
Scooby-Doo! Mystery Mayhem,GC,0.22,2004,5.5,,
Scooby-Doo! Mystery Mayhem,GC,0.22,2004,5.5,,
Scooby-Doo! Mystery Mayhem,GC,0.22,2004,5.5,,
The Fairly Odd Parents: Shadow Showdown,GC,0.2,2004,,,
The Fairly Odd Parents: Shadow Showdown,GC,0.2,2004,,,
The Fairly Odd Parents: Shadow Showdown,GC,0.2,2004,5.0,,
The Polar Express,GBA,0.19,2004,,,
The Polar Express,GBA,0.19,2004,3.5,,
The Polar Express,GBA,0.19,2004,3.3,,
All Grown Up! Express Yourself,GBA,0.18,2004,3.7,,
Scooby-Doo! Mystery Mayhem,XB,0.15,2004,,,
Scooby-Doo! Mystery Mayhem,XB,0.15,2004,5.5,,
Scooby-Doo! Mystery Mayhem,XB,0.15,2004,5.5,,
Scooby-Doo! Mystery Mayhem,XB,0.15,2004,5.5,,
Tak 2: The Staff of Dreams,XB,0.13,2004,5.5,,
Tak 2: The Staff of Dreams,XB,0.13,2004,8.4,,
Tak 2: The Staff of Dreams,XB,0.13,2004,8.4,,
Tak 2: The Staff of Dreams,XB,0.13,2004,8.4,,
WWE Survivor Series,GBA,0.13,2004,6.0,,
LEGO Knights' Kingdom,GBA,0.11,2004,,,
Ping Pals,DS,0.11,2004,3.5,,
The Polar Express,GC,0.11,2004,,,
The Polar Express,GC,0.11,2004,3.5,,
The Polar Express,GC,0.11,2004,3.3,,
Hot Wheels: Stunt Track Challenge,XB,0.1,2004,6.5,,
Hot Wheels: Stunt Track Challenge,XB,0.1,2004,6.5,,
Hot Wheels: Stunt Track Challenge,XB,0.1,2004,5.3,,
"Warhammer 40,000: Dawn of War",PC,0.05,2004,8.8,,
Sabre Wulf,GBA,0.03,2004,8.0,,
WWE SmackDown! vs. Raw 2006,PS2,3.0,2005,8.4,,
WWE SmackDown! vs. RAW 2006,PS2,2.94,2005,,,
WWE SmackDown! vs. RAW 2006,PS2,2.94,2005,8.1,,
2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,1.83,2005,,,
MX vs. ATV Unleashed,PS2,1.03,2005,9.3,,
MX vs. ATV Unleashed,PS2,1.03,2005,9.3,,
Zoo Tycoon DS,DS,0.98,2005,4.6,,
Destroy All Humans!,PS2,0.94,2005,7.0,,
Destroy All Humans!,PS2,0.94,2005,7.0,,
2 Games in 1 Double Pack: Finding Nemo / Monsters Inc.,GBA,0.93,2005,,,
2 Games in 1: Sonic Battle & ChuChu Rocket!,GBA,0.61,2005,,,
Bratz: Rock Angelz,GBA,0.54,2005,,,
Bratz: Rock Angelz,GBA,0.54,2005,,,
Bratz: Rock Angelz,GBA,0.54,2005,,,
Juiced,PS2,0.53,2005,6.5,,
Juiced,PS2,0.53,2005,6.8,,
The Punisher,PS2,0.52,2005,,,
The Punisher,PS2,0.52,2005,,,
"SpongeBob SquarePants: Lights, Camera, Pants!",GBA,0.51,2005,,,
"SpongeBob SquarePants: Lights, Camera, Pants!",GBA,0.51,2005,,,
"SpongeBob SquarePants: Lights, Camera, Pants!",GBA,0.51,2005,,,
"SpongeBob SquarePants: Lights, Camera, Pants!",GBA,0.51,2005,,,
Destroy All Humans!,XB,0.46,2005,7.0,,
Destroy All Humans!,XB,0.46,2005,7.0,,
2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,GBA,0.45,2005,,,
WWE WrestleMania 21,XB,0.45,2005,6.0,,
"SpongeBob SquarePants: Lights, Camera, Pants!",PS2,0.44,2005,,,
"SpongeBob SquarePants: Lights, Camera, Pants!",PS2,0.44,2005,,,
"SpongeBob SquarePants: Lights, Camera, Pants!",PS2,0.44,2005,,,
"SpongeBob SquarePants: Lights, Camera, Pants!",PS2,0.44,2005,,,
"SpongeBob SquarePants: Lights, Camera, Pants!",GC,0.44,2005,,,
"SpongeBob SquarePants: Lights, Camera, Pants!",GC,0.44,2005,,,
"SpongeBob SquarePants: Lights, Camera, Pants!",GC,0.44,2005,,,
"SpongeBob SquarePants: Lights, Camera, Pants!",GC,0.44,2005,,,
Power Rangers: S.P.D.,GBA,0.44,2005,,,
Nicktoons Unite!,GBA,0.43,2005,,,
Nicktoons: Unite!,PS2,0.41,2005,,,
Nicktoons: Unite!,PS2,0.41,2005,,,
Nicktoons: Unite!,PS2,0.41,2005,,,
The Incredibles: Rise of the Underminer,GBA,0.4,2005,,,
The Incredibles: Rise of the Underminer,GBA,0.4,2005,6.5,,
The Incredibles: Rise of the Underminer,GBA,0.4,2005,6.3,,
The Incredibles: Rise of the Underminer,GBA,0.4,2005,6.1,,
The Incredibles: Rise of the Underminer,GBA,0.4,2005,6.7,,
The Incredibles: Rise of the Underminer,GBA,0.4,2005,6.7,,
MX vs. ATV Unleashed,XB,0.4,2005,9.3,,
MX vs. ATV Unleashed,XB,0.4,2005,9.3,,
WWE SmackDown! vs. RAW 2006,PSP,0.4,2005,,,
WWE SmackDown! vs. RAW 2006,PSP,0.4,2005,8.1,,
Bratz: Rock Angelz,PS2,0.38,2005,,,
Bratz: Rock Angelz,PS2,0.38,2005,,,
Bratz: Rock Angelz,PS2,0.38,2005,,,
The Incredibles: Rise of the Underminer,PS2,0.36,2005,,,
The Incredibles: Rise of the Underminer,PS2,0.36,2005,6.5,,
The Incredibles: Rise of the Underminer,PS2,0.36,2005,6.3,,
The Incredibles: Rise of the Underminer,PS2,0.36,2005,6.1,,
The Incredibles: Rise of the Underminer,PS2,0.36,2005,6.7,,
The Incredibles: Rise of the Underminer,PS2,0.36,2005,6.7,,
Nicktoons: Unite!,GC,0.35,2005,,,
Nicktoons: Unite!,GC,0.35,2005,,,
Nicktoons: Unite!,GC,0.35,2005,,,
WWE Day of Reckoning 2,GC,0.34,2005,8.3,8.5,8.4
SpongeBob SquarePants: The Yellow Avenger,DS,0.34,2005,5.7,,
SpongeBob SquarePants: The Yellow Avenger,DS,0.34,2005,7.7,,
SpongeBob SquarePants: Double Pack,GBA,0.32,2005,,,
2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,GBA,0.31,2005,,,
Full Spectrum Warrior,PS2,0.3,2005,8.5,,
Full Spectrum Warrior,PS2,0.3,2005,9.2,,
The Punisher,XB,0.29,2005,,,
The Punisher,XB,0.29,2005,,,
"SpongeBob SquarePants: Lights, Camera, Pants!",XB,0.26,2005,,,
"SpongeBob SquarePants: Lights, Camera, Pants!",XB,0.26,2005,,,
"SpongeBob SquarePants: Lights, Camera, Pants!",XB,0.26,2005,,,
"SpongeBob SquarePants: Lights, Camera, Pants!",XB,0.26,2005,,,
Scooby-Doo! Unmasked,PS2,0.25,2005,,,
Scooby-Doo! Unmasked,PS2,0.25,2005,6.5,,
Scooby-Doo! Unmasked,PS2,0.25,2005,6.9,,
Scooby-Doo! Unmasked,PS2,0.25,2005,6.9,,
Scooby-Doo! Unmasked,PS2,0.25,2005,6.9,,
Danny Phantom: The Ultimate Enemy,GBA,0.22,2005,7.5,,
Evil Dead: Regeneration,PS2,0.21,2005,,,
Evil Dead: Regeneration,PS2,0.21,2005,,,
Bratz: Rock Angelz,GC,0.2,2005,,,
Bratz: Rock Angelz,GC,0.2,2005,,,
Bratz: Rock Angelz,GC,0.2,2005,,,
Big Mutha Truckers 2,PS2,0.2,2005,5.5,,
Big Mutha Truckers 2,PS2,0.2,2005,5.5,,
Juiced,XB,0.18,2005,6.5,,
Juiced,XB,0.18,2005,6.8,,
Scooby-Doo! Unmasked,GBA,0.18,2005,,,
Scooby-Doo! Unmasked,GBA,0.18,2005,6.5,,
Scooby-Doo! Unmasked,GBA,0.18,2005,6.9,,
Scooby-Doo! Unmasked,GBA,0.18,2005,6.9,,
Scooby-Doo! Unmasked,GBA,0.18,2005,6.9,,
Teen Titans,GBA,0.17,2005,5.5,,
Teen Titans,GBA,0.17,2005,6.3,,
Teen Titans,GBA,0.17,2005,6.6,,
Hello Kitty: Happy Party Pals,GBA,0.17,2005,,,
Tak: The Great Juju Challenge,GBA,0.17,2005,,,
Tak: The Great Juju Challenge,GBA,0.17,2005,8.0,,
Tak: The Great Juju Challenge,GBA,0.17,2005,8.0,,
Tak: The Great Juju Challenge,GBA,0.17,2005,6.2,,
Let's Ride: Sunshine Stables,GBA,0.16,2005,,,
The Incredibles: Rise of the Underminer,GC,0.16,2005,,,
The Incredibles: Rise of the Underminer,GC,0.16,2005,6.5,,
The Incredibles: Rise of the Underminer,GC,0.16,2005,6.3,,
The Incredibles: Rise of the Underminer,GC,0.16,2005,6.1,,
The Incredibles: Rise of the Underminer,GC,0.16,2005,6.7,,
The Incredibles: Rise of the Underminer,GC,0.16,2005,6.7,,
Power Rangers Double Pack,GBA,0.16,2005,,,
Tak: The Great Juju Challenge,GC,0.15,2005,,,
Tak: The Great Juju Challenge,GC,0.15,2005,8.0,,
Tak: The Great Juju Challenge,GC,0.15,2005,8.0,,
Tak: The Great Juju Challenge,GC,0.15,2005,6.2,,
Scooby-Doo! Unmasked,GC,0.15,2005,,,
Scooby-Doo! Unmasked,GC,0.15,2005,6.5,,
Scooby-Doo! Unmasked,GC,0.15,2005,6.9,,
Scooby-Doo! Unmasked,GC,0.15,2005,6.9,,
Scooby-Doo! Unmasked,GC,0.15,2005,6.9,,
The Fairly Odd Parents: Clash with the Anti-World,GBA,0.15,2005,3.5,,
Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,0.15,2005,,,
The Incredibles: Rise of the Underminer,DS,0.15,2005,,,
The Incredibles: Rise of the Underminer,DS,0.15,2005,6.5,,
The Incredibles: Rise of the Underminer,DS,0.15,2005,6.3,,
The Incredibles: Rise of the Underminer,DS,0.15,2005,6.1,,
The Incredibles: Rise of the Underminer,DS,0.15,2005,6.7,,
